Comuna,Nro.Voto,Nro Región,Votos
PUTRE,5.0,15,20
PUTRE,6.0,15,88
PUTRE,7.0,15,648
PUYEHUE,1.0,10,753
PUYEHUE,2.0,10,1790
PUYEHUE,3.0,10,1151
PUYEHUE,4.0,10,413
PUYEHUE,5.0,10,42
PUYEHUE,6.0,10,267
PUYEHUE,7.0,10,598
QUEILEN,1.0,10,493
QUEILEN,2.0,10,520
QUEILEN,3.0,10,663
QUEILEN,4.0,10,212
QUEILEN,5.0,10,29
QUEILEN,6.0,10,117
QUEILEN,7.0,10,315
QUELLON,1.0,10,1748
QUELLON,2.0,10,2123
QUELLON,3.0,10,1660
QUELLON,4.0,10,694
QUELLON,5.0,10,111
QUELLON,6.0,10,441
QUELLON,7.0,10,1747
QUEMCHI,1.0,10,587
QUEMCHI,2.0,10,789
QUEMCHI,3.0,10,596
QUEMCHI,4.0,10,291
QUEMCHI,5.0,10,30
QUEMCHI,6.0,10,145
QUEMCHI,7.0,10,345
QUILACO,1.0,8,235
QUILACO,2.0,8,668
QUILACO,3.0,8,409
QUILACO,4.0,8,194
QUILACO,5.0,8,11
QUILACO,6.0,8,79
QUILACO,7.0,8,233
QUILICURA,1.0,13,22670
QUILICURA,2.0,13,12966
QUILICURA,3.0,13,6869
QUILICURA,4.0,13,8028
QUILICURA,5.0,13,1458
QUILICURA,6.0,13,8280
QUILICURA,7.0,13,8687
QUILLECO,1.0,8,410
QUILLECO,2.0,8,1479
QUILLECO,3.0,8,572
QUILLECO,4.0,8,399
QUILLECO,5.0,8,43
QUILLECO,6.0,8,244
QUILLECO,7.0,8,675
QUILLON,1.0,16,839
QUILLON,2.0,16,2479
QUILLON,3.0,16,996
QUILLON,4.0,16,827
QUILLON,5.0,16,71
QUILLON,6.0,16,420
QUILLON,7.0,16,970
QUILLOTA,1.0,5,9253
QUILLOTA,2.0,5,9930
QUILLOTA,3.0,5,3514
QUILLOTA,4.0,5,4514
QUILLOTA,5.0,5,565
QUILLOTA,6.0,5,3009
QUILLOTA,7.0,5,5678
QUILPUE,1.0,5,20730
QUILPUE,2.0,5,19866
QUILPUE,3.0,5,6164
QUILPUE,4.0,5,8511
QUILPUE,5.0,5,1075
QUILPUE,6.0,5,5615
QUILPUE,7.0,5,8245
QUINCHAO,1.0,10,712
QUINCHAO,2.0,10,515
QUINCHAO,3.0,10,626
QUINCHAO,4.0,10,191
QUINCHAO,5.0,10,25
QUINCHAO,6.0,10,127
QUINCHAO,7.0,10,276
QUINTA DE TILCOCO,1.0,6,1464
QUINTA DE TILCOCO,2.0,6,1441
QUINTA DE TILCOCO,3.0,6,782
QUINTA DE TILCOCO,4.0,6,784
QUINTA DE TILCOCO,5.0,6,72
QUINTA DE TILCOCO,6.0,6,420
QUINTA DE TILCOCO,7.0,6,810
QUINTA NORMAL,1.0,13,15937
QUINTA NORMAL,2.0,13,9938
QUINTA NORMAL,3.0,13,4832
QUINTA NORMAL,4.0,13,5457
QUINTA NORMAL,5.0,13,1068
QUINTA NORMAL,6.0,13,5075
QUINTA NORMAL,7.0,13,3301
QUINTERO,1.0,5,3086
QUINTERO,2.0,5,2997
QUINTERO,3.0,5,1165
QUINTERO,4.0,5,1237
QUINTERO,5.0,5,186
QUINTERO,6.0,5,1281
QUINTERO,7.0,5,2288
QUIRIHUE,1.0,16,758
QUIRIHUE,2.0,16,1357
QUIRIHUE,3.0,16,1337
QUIRIHUE,4.0,16,703
QUIRIHUE,5.0,16,43
QUIRIHUE,6.0,16,244
QUIRIHUE,7.0,16,594
RANCAGUA,1.0,6,25697
RANCAGUA,2.0,6,22731
RANCAGUA,3.0,6,9023
RANCAGUA,4.0,6,11887
RANCAGUA,5.0,6,1144
RANCAGUA,6.0,6,7922
RANCAGUA,7.0,6,16173
RANQUIL,1.0,16,356
RANQUIL,2.0,16,991
RANQUIL,3.0,16,508
RANQUIL,4.0,16,321
RANQUIL,5.0,16,19
RANQUIL,6.0,16,144
RANQUIL,7.0,16,381
RAUCO,1.0,7,602
RAUCO,2.0,7,1474
RAUCO,3.0,7,722
RAUCO,4.0,7,567
RAUCO,5.0,7,37
RAUCO,6.0,7,383
RAUCO,7.0,7,526
RECOLETA,1.0,13,21858
RECOLETA,2.0,13,13211
RECOLETA,3.0,13,6495
RECOLETA,4.0,13,7216
RECOLETA,5.0,13,1547
RECOLETA,6.0,13,6378
RECOLETA,7.0,13,4627
RENAICO,1.0,9,445
RENAICO,2.0,9,1755
RENAICO,3.0,9,576
RENAICO,4.0,9,385
RENAICO,5.0,9,35
RENAICO,6.0,9,259
RENAICO,7.0,9,792
RENCA,1.0,13,16069
RENCA,2.0,13,8925
RENCA,3.0,13,5981
RENCA,4.0,13,4851
RENCA,5.0,13,1285
RENCA,6.0,13,7295
RENCA,7.0,13,6233
RENGO,1.0,6,5573
RENGO,2.0,6,5561
RENGO,3.0,6,3322
RENGO,4.0,6,2540
RENGO,5.0,6,298
RENGO,6.0,6,2182
RENGO,7.0,6,3461
REQUINOA,1.0,6,2120
REQUINOA,2.0,6,3401
REQUINOA,3.0,6,1398
REQUINOA,4.0,6,1380
REQUINOA,5.0,6,107
REQUINOA,6.0,6,909
REQUINOA,7.0,6,2143
RETIRO,1.0,7,908
RETIRO,2.0,7,2962
RETIRO,3.0,7,933
RETIRO,4.0,7,1226
RETIRO,5.0,7,55
RETIRO,6.0,7,400
RETIRO,7.0,7,737
RINCONADA,1.0,5,1097
RINCONADA,2.0,5,1415
RINCONADA,3.0,5,710
RINCONADA,4.0,5,644
RINCONADA,5.0,5,63
RINCONADA,6.0,5,375
RINCONADA,7.0,5,863
RIO BUENO,1.0,14,2106
RIO BUENO,2.0,14,5283
RIO BUENO,3.0,14,2025
RIO BUENO,4.0,14,1380
RIO BUENO,5.0,14,150
RIO BUENO,6.0,14,583
RIO BUENO,7.0,14,1673
RIO CLARO,1.0,7,856
RIO CLARO,2.0,7,1688
RIO CLARO,3.0,7,827
RIO CLARO,4.0,7,820
RIO CLARO,5.0,7,60
RIO CLARO,6.0,7,433
RIO CLARO,7.0,7,726
RIO HURTADO,1.0,4,327
RIO HURTADO,2.0,4,365
RIO HURTADO,3.0,4,396
RIO HURTADO,4.0,4,195
RIO HURTADO,5.0,4,20
RIO HURTADO,6.0,4,124
RIO HURTADO,7.0,4,326
RIO IBAÑEZ,1.0,11,287
RIO IBAÑEZ,2.0,11,464
RIO IBAÑEZ,3.0,11,227
RIO IBAÑEZ,4.0,11,161
RIO IBAÑEZ,5.0,11,11
RIO IBAÑEZ,6.0,11,69
RIO IBAÑEZ,7.0,11,112
RIO NEGRO,1.0,10,891
RIO NEGRO,2.0,10,2158
RIO NEGRO,3.0,10,1314
RIO NEGRO,4.0,10,703
RIO NEGRO,5.0,10,50
RIO NEGRO,6.0,10,290
RIO NEGRO,7.0,10,827
RIO VERDE,1.0,12,52
RIO VERDE,2.0,12,101
RIO VERDE,3.0,12,17
RIO VERDE,4.0,12,26
RIO VERDE,5.0,12,0
RIO VERDE,6.0,12,29
RIO VERDE,7.0,12,31
ROMERAL,1.0,7,1049
ROMERAL,2.0,7,2145
ROMERAL,3.0,7,1045
ROMERAL,4.0,7,896
ROMERAL,5.0,7,62
ROMERAL,6.0,7,462
ROMERAL,7.0,7,742
SAAVEDRA,1.0,9,760
SAAVEDRA,2.0,9,1581
SAAVEDRA,3.0,9,1183
SAAVEDRA,4.0,9,453
SAAVEDRA,5.0,9,106
SAAVEDRA,6.0,9,406
SAAVEDRA,7.0,9,535
SAGRADA FAMILIA,1.0,7,1303
SAGRADA FAMILIA,2.0,7,1966
SAGRADA FAMILIA,3.0,7,1466
SAGRADA FAMILIA,4.0,7,974
SAGRADA FAMILIA,5.0,7,72
SAGRADA FAMILIA,6.0,7,557
SAGRADA FAMILIA,7.0,7,992
SALAMANCA,1.0,4,2131
SALAMANCA,2.0,4,2017
SALAMANCA,3.0,4,1610
SALAMANCA,4.0,4,832
SALAMANCA,5.0,4,141
SALAMANCA,6.0,4,577
SALAMANCA,7.0,4,2512
SAN ANTONIO,1.0,5,11916
SAN ANTONIO,2.0,5,6985
SAN ANTONIO,3.0,5,5075
SAN ANTONIO,4.0,5,3454
SAN ANTONIO,5.0,5,1038
SAN ANTONIO,6.0,5,4312
SAN ANTONIO,7.0,5,5914
SAN BERNARDO,1.0,13,29945
SAN BERNARDO,2.0,13,23430
SAN BERNARDO,3.0,13,10008
SAN BERNARDO,4.0,13,10233
SAN BERNARDO,5.0,13,1675
SAN BERNARDO,6.0,13,11311
SAN BERNARDO,7.0,13,11024
SAN CARLOS,1.0,16,3136
SAN CARLOS,2.0,16,7914
SAN CARLOS,3.0,16,2542
SAN CARLOS,4.0,16,2410
SAN CARLOS,5.0,16,161
SAN CARLOS,6.0,16,943
SAN CARLOS,7.0,16,2347
SAN CLEMENTE,1.0,7,2687
SAN CLEMENTE,2.0,7,4207
SAN CLEMENTE,3.0,7,2607
SAN CLEMENTE,4.0,7,1749
SAN CLEMENTE,5.0,7,134
SAN CLEMENTE,6.0,7,1101
SAN CLEMENTE,7.0,7,2291
SAN ESTEBAN,1.0,5,1726
SAN ESTEBAN,2.0,5,1816
SAN ESTEBAN,3.0,5,1240
SAN ESTEBAN,4.0,5,1006
SAN ESTEBAN,5.0,5,93
SAN ESTEBAN,6.0,5,594
SAN ESTEBAN,7.0,5,1793
SAN FABIAN,1.0,16,394
SAN FABIAN,2.0,16,805
SAN FABIAN,3.0,16,392
SAN FABIAN,4.0,16,308
SAN FABIAN,5.0,16,14
SAN FABIAN,6.0,16,97
SAN FABIAN,7.0,16,281
SAN FELIPE,1.0,5,7691
SAN FELIPE,2.0,5,7542
SAN FELIPE,3.0,5,3280
SAN FELIPE,4.0,5,3253
SAN FELIPE,5.0,5,425
SAN FELIPE,6.0,5,2200
SAN FELIPE,7.0,5,5113
SAN FERNANDO,1.0,6,7173
SAN FERNANDO,2.0,6,8388
SAN FERNANDO,3.0,6,3836
SAN FERNANDO,4.0,6,4242
SAN FERNANDO,5.0,6,372
SAN FERNANDO,6.0,6,2137
SAN FERNANDO,7.0,6,4053
SAN GREGORIO,1.0,12,52
SAN GREGORIO,2.0,12,95
SAN GREGORIO,3.0,12,5
SAN GREGORIO,4.0,12,32
SAN GREGORIO,5.0,12,0
SAN GREGORIO,6.0,12,27
SAN GREGORIO,7.0,12,33
SAN IGNACIO,1.0,16,730
SAN IGNACIO,2.0,16,2504
SAN IGNACIO,3.0,16,906
SAN IGNACIO,4.0,16,892
SAN IGNACIO,5.0,16,59
SAN IGNACIO,6.0,16,389
SAN IGNACIO,7.0,16,619
SAN JAVIER,1.0,7,2720
SAN JAVIER,2.0,7,5319
SAN JAVIER,3.0,7,2501
SAN JAVIER,4.0,7,2086
SAN JAVIER,5.0,7,135
SAN JAVIER,6.0,7,979
SAN JAVIER,7.0,7,2139
SAN JOAQUIN,1.0,13,14987
SAN JOAQUIN,2.0,13,6971
SAN JOAQUIN,3.0,13,4406
SAN JOAQUIN,4.0,13,4379
SAN JOAQUIN,5.0,13,940
SAN JOAQUIN,6.0,13,4250
SAN JOAQUIN,7.0,13,3048
SAN JOSE DE MAIPO,1.0,13,2878
SAN JOSE DE MAIPO,2.0,13,1617
SAN JOSE DE MAIPO,3.0,13,1022
SAN JOSE DE MAIPO,4.0,13,940
SAN JOSE DE MAIPO,5.0,13,163
SAN JOSE DE MAIPO,6.0,13,771
SAN JOSE DE MAIPO,7.0,13,569
SAN JUAN DE LA COSTA,1.0,10,746
SAN JUAN DE LA COSTA,2.0,10,838
SAN JUAN DE LA COSTA,3.0,10,1228
SAN JUAN DE LA COSTA,4.0,10,328
SAN JUAN DE LA COSTA,5.0,10,66
SAN JUAN DE LA COSTA,6.0,10,231
SAN JUAN DE LA COSTA,7.0,10,518
SAN MIGUEL,1.0,13,19836
SAN MIGUEL,2.0,13,12312
SAN MIGUEL,3.0,13,5296
SAN MIGUEL,4.0,13,8226
SAN MIGUEL,5.0,13,1019
SAN MIGUEL,6.0,13,3616
SAN MIGUEL,7.0,13,2404
SAN NICOLAS,1.0,16,785
SAN NICOLAS,2.0,16,1849
SAN NICOLAS,3.0,16,906
SAN NICOLAS,4.0,16,640
SAN NICOLAS,5.0,16,47
SAN NICOLAS,6.0,16,403
SAN NICOLAS,7.0,16,691
SAN PABLO,1.0,10,757
SAN PABLO,2.0,10,1566
SAN PABLO,3.0,10,1158
SAN PABLO,4.0,10,454
SAN PABLO,5.0,10,55
SAN PABLO,6.0,10,254
SAN PABLO,7.0,10,544
SAN PEDRO,1.0,13,671
SAN PEDRO,2.0,13,1332
SAN PEDRO,3.0,13,541
SAN PEDRO,4.0,13,483
SAN PEDRO,5.0,13,34
SAN PEDRO,6.0,13,195
SAN PEDRO,7.0,13,312
SAN PEDRO DE ATACAMA,1.0,2,849
SAN PEDRO DE ATACAMA,2.0,2,453
SAN PEDRO DE ATACAMA,3.0,2,370
SAN PEDRO DE ATACAMA,4.0,2,187
SAN PEDRO DE ATACAMA,5.0,2,66
SAN PEDRO DE ATACAMA,6.0,2,215
SAN PEDRO DE ATACAMA,7.0,2,1103
SAN PEDRO DE LA PAZ,1.0,8,9865
SAN PEDRO DE LA PAZ,2.0,8,14414
SAN PEDRO DE LA PAZ,3.0,8,4764
SAN PEDRO DE LA PAZ,4.0,8,6613
SAN PEDRO DE LA PAZ,5.0,8,489
SAN PEDRO DE LA PAZ,6.0,8,2926
SAN PEDRO DE LA PAZ,7.0,8,7277
SAN RAFAEL,1.0,7,590
SAN RAFAEL,2.0,7,1183
SAN RAFAEL,3.0,7,627
SAN RAFAEL,4.0,7,548
SAN RAFAEL,5.0,7,38
SAN RAFAEL,6.0,7,369
SAN RAFAEL,7.0,7,738
SAN RAMON,1.0,13,10640
SAN RAMON,2.0,13,6373
SAN RAMON,3.0,13,4068
SAN RAMON,4.0,13,3480
SAN RAMON,5.0,13,805
SAN RAMON,6.0,13,4745
SAN RAMON,7.0,13,3607
SAN ROSENDO,1.0,8,313
SAN ROSENDO,2.0,8,510
SAN ROSENDO,3.0,8,282
SAN ROSENDO,4.0,8,134
SAN ROSENDO,5.0,8,13
SAN ROSENDO,6.0,8,204
SAN ROSENDO,7.0,8,431
SAN VICENTE,1.0,6,4515
SAN VICENTE,2.0,6,4736
SAN VICENTE,3.0,6,3166
SAN VICENTE,4.0,6,2779
SAN VICENTE,5.0,6,218
SAN VICENTE,6.0,6,1237
SAN VICENTE,7.0,6,2040
SANTA BARBARA,1.0,8,645
SANTA BARBARA,2.0,8,2082
SANTA BARBARA,3.0,8,670
SANTA BARBARA,4.0,8,583
SANTA BARBARA,5.0,8,47
SANTA BARBARA,6.0,8,225
SANTA BARBARA,7.0,8,865
SANTA CRUZ,1.0,6,3011
SANTA CRUZ,2.0,6,3759
SANTA CRUZ,3.0,6,2049
SANTA CRUZ,4.0,6,2537
SANTA CRUZ,5.0,6,130
SANTA CRUZ,6.0,6,664
SANTA CRUZ,7.0,6,1291
SANTA JUANA,1.0,8,886
SANTA JUANA,2.0,8,2155
SANTA JUANA,3.0,8,638
SANTA JUANA,4.0,8,424
SANTA JUANA,5.0,8,71
SANTA JUANA,6.0,8,341
SANTA JUANA,7.0,8,807
SANTA MARIA,1.0,5,1149
SANTA MARIA,2.0,5,1343
SANTA MARIA,3.0,5,1018
SANTA MARIA,4.0,5,770
SANTA MARIA,5.0,5,59
SANTA MARIA,6.0,5,449
SANTA MARIA,7.0,5,1141
SANTIAGO,1.0,13,53473
SANTIAGO,2.0,13,34448
SANTIAGO,3.0,13,12577
SANTIAGO,4.0,13,18641
SANTIAGO,5.0,13,3060
SANTIAGO,6.0,13,7131
SANTIAGO,7.0,13,5757
SANTO DOMINGO,1.0,5,1281
SANTO DOMINGO,2.0,5,3000
SANTO DOMINGO,3.0,5,828
SANTO DOMINGO,4.0,5,1333
SANTO DOMINGO,5.0,5,58
SANTO DOMINGO,6.0,5,395
SANTO DOMINGO,7.0,5,503
SIERRA GORDA,1.0,2,102
SIERRA GORDA,2.0,2,132
SIERRA GORDA,3.0,2,79
SIERRA GORDA,4.0,2,27
SIERRA GORDA,5.0,2,5
SIERRA GORDA,6.0,2,61
SIERRA GORDA,7.0,2,234
TALAGANTE,1.0,13,8298
TALAGANTE,2.0,13,8109
TALAGANTE,3.0,13,3668
TALAGANTE,4.0,13,3722
TALAGANTE,5.0,13,460
TALAGANTE,6.0,13,2986
TALAGANTE,7.0,13,3808
TALCA,1.0,7,22153
TALCA,2.0,7,25367
TALCA,3.0,7,11031
TALCA,4.0,7,12867
TALCA,5.0,7,929
TALCA,6.0,7,5818
TALCA,7.0,7,13421
TALCAHUANO,1.0,8,13213
TALCAHUANO,2.0,8,18990
TALCAHUANO,3.0,8,6191
TALCAHUANO,4.0,8,6103
TALCAHUANO,5.0,8,866
TALCAHUANO,6.0,8,4552
TALCAHUANO,7.0,8,13140
TALTAL,1.0,2,851
TALTAL,2.0,2,720
TALTAL,3.0,2,602
TALTAL,4.0,2,188
TALTAL,5.0,2,56
TALTAL,6.0,2,273
TALTAL,7.0,2,906
TEMUCO,1.0,9,23414
TEMUCO,2.0,9,47023
TEMUCO,3.0,9,12019
TEMUCO,4.0,9,14178
TEMUCO,5.0,9,1206
TEMUCO,6.0,9,6787
TEMUCO,7.0,9,15127
TENO,1.0,7,1684
TENO,2.0,7,3127
TENO,3.0,7,1228
TENO,4.0,7,1377
TENO,5.0,7,105
TENO,6.0,7,776
TENO,7.0,7,1440
TEODORO SCHMIDT,1.0,9,749
TEODORO SCHMIDT,2.0,9,2667
TEODORO SCHMIDT,3.0,9,911
TEODORO SCHMIDT,4.0,9,994
TEODORO SCHMIDT,5.0,9,46
TEODORO SCHMIDT,6.0,9,302
TEODORO SCHMIDT,7.0,9,656
TIERRA AMARILLA,1.0,3,849
TIERRA AMARILLA,2.0,3,737
TIERRA AMARILLA,3.0,3,1162
TIERRA AMARILLA,4.0,3,318
TIERRA AMARILLA,5.0,3,45
TIERRA AMARILLA,6.0,3,279
TIERRA AMARILLA,7.0,3,1616
TILTIL,1.0,13,1980
TILTIL,2.0,13,1741
TILTIL,3.0,13,767
TILTIL,4.0,13,897
TILTIL,5.0,13,115
TILTIL,6.0,13,643
TILTIL,7.0,13,968
TIMAUKEL,1.0,12,24
TIMAUKEL,2.0,12,71
TIMAUKEL,3.0,12,8
TIMAUKEL,4.0,12,19
TIMAUKEL,5.0,12,1
TIMAUKEL,6.0,12,23
TIMAUKEL,7.0,12,22
TIRUA,1.0,8,581
TIRUA,2.0,8,1936
TIRUA,3.0,8,483
TIRUA,4.0,8,234
TIRUA,5.0,8,57
TIRUA,6.0,8,140
TIRUA,7.0,8,322
TOCOPILLA,1.0,2,1508
TOCOPILLA,2.0,2,1189
TOCOPILLA,3.0,2,913
TOCOPILLA,4.0,2,477
TOCOPILLA,5.0,2,105
TOCOPILLA,6.0,2,651
TOCOPILLA,7.0,2,3444
TOLTEN,1.0,9,565
TOLTEN,2.0,9,1858
TOLTEN,3.0,9,631
TOLTEN,4.0,9,645
TOLTEN,5.0,9,44
TOLTEN,6.0,9,254
TOLTEN,7.0,9,460
TOME,1.0,8,4959
TOME,2.0,8,6873
TOME,3.0,8,3324
TOME,4.0,8,2073
TOME,5.0,8,251
TOME,6.0,8,1424
TOME,7.0,8,3804
TORRES DEL PAINE,1.0,12,123
TORRES DEL PAINE,2.0,12,161
TORRES DEL PAINE,3.0,12,123
TORRES DEL PAINE,4.0,12,42
TORRES DEL PAINE,5.0,12,4
TORRES DEL PAINE,6.0,12,67
TORRES DEL PAINE,7.0,12,74
TORTEL,1.0,11,67
TORTEL,2.0,11,39
TORTEL,3.0,11,35
TORTEL,4.0,11,20
TORTEL,5.0,11,8
TORTEL,6.0,11,15
TORTEL,7.0,11,14
TRAIGUEN,1.0,9,1273
TRAIGUEN,2.0,9,3830
TRAIGUEN,3.0,9,991
TRAIGUEN,4.0,9,753
TRAIGUEN,5.0,9,105
TRAIGUEN,6.0,9,431
TRAIGUEN,7.0,9,519
TREHUACO,1.0,16,398
TREHUACO,2.0,16,905
TREHUACO,3.0,16,557
TREHUACO,4.0,16,310
TREHUACO,5.0,16,20
TREHUACO,6.0,16,117
TREHUACO,7.0,16,338
TUCAPEL,1.0,8,830
TUCAPEL,2.0,8,1823
TUCAPEL,3.0,8,939
TUCAPEL,4.0,8,584
TUCAPEL,5.0,8,53
TUCAPEL,6.0,8,305
TUCAPEL,7.0,8,1148
VALDIVIA,1.0,14,21118
VALDIVIA,2.0,14,19548
VALDIVIA,3.0,14,8562
VALDIVIA,4.0,14,7412
VALDIVIA,5.0,14,1082
VALDIVIA,6.0,14,4257
VALDIVIA,7.0,14,8081
VALLENAR,1.0,3,2823
VALLENAR,2.0,3,2806
VALLENAR,3.0,3,8653
VALLENAR,4.0,3,1110
VALLENAR,5.0,3,174
VALLENAR,6.0,3,526
VALLENAR,7.0,3,3937
VALPARAISO,1.0,5,45684
VALPARAISO,2.0,5,30484
VALPARAISO,3.0,5,12931
VALPARAISO,4.0,5,12302
VALPARAISO,5.0,5,3301
VALPARAISO,6.0,5,11392
VALPARAISO,7.0,5,13507
VICHUQUEN,1.0,7,398
VICHUQUEN,2.0,7,855
VICHUQUEN,3.0,7,414
VICHUQUEN,4.0,7,757
VICHUQUEN,5.0,7,25
VICHUQUEN,6.0,7,107
VICHUQUEN,7.0,7,186
VICTORIA,1.0,9,1718
VICTORIA,2.0,9,8472
VICTORIA,3.0,9,1477
VICTORIA,4.0,9,1142
VICTORIA,5.0,9,121
VICTORIA,6.0,9,740
VICTORIA,7.0,9,1029
VICUÑA,1.0,4,2255
VICUÑA,2.0,4,1745
VICUÑA,3.0,4,1968
VICUÑA,4.0,4,822
VICUÑA,5.0,4,124
VICUÑA,6.0,4,537
VICUÑA,7.0,4,1672
VILCUN,1.0,9,1444
VILCUN,2.0,9,4473
VILCUN,3.0,9,1605
VILCUN,4.0,9,1208
VILCUN,5.0,9,100
VILCUN,6.0,9,548
VILCUN,7.0,9,1301
VILLA ALEGRE,1.0,7,964
VILLA ALEGRE,2.0,7,2056
VILLA ALEGRE,3.0,7,937
VILLA ALEGRE,4.0,7,845
VILLA ALEGRE,5.0,7,42
VILLA ALEGRE,6.0,7,396
VILLA ALEGRE,7.0,7,636
VILLA ALEMANA,1.0,5,14349
VILLA ALEMANA,2.0,5,15343
VILLA ALEMANA,3.0,5,4368
VILLA ALEMANA,4.0,5,5754
VILLA ALEMANA,5.0,5,852
VILLA ALEMANA,6.0,5,3950
VILLA ALEMANA,7.0,5,6545
VILLARRICA,1.0,9,5166
VILLARRICA,2.0,9,9997
VILLARRICA,3.0,9,2567
VILLARRICA,4.0,9,2858
VILLARRICA,5.0,9,288
VILLARRICA,6.0,9,1185
VILLARRICA,7.0,9,2724
VITACURA,1.0,13,4483
VITACURA,2.0,13,31325
VITACURA,3.0,13,3602
VITACURA,4.0,13,21019
VITACURA,5.0,13,110
VITACURA,6.0,13,402
VITACURA,7.0,13,255
VIÑA DEL MAR,1.0,5,41778
VIÑA DEL MAR,2.0,5,47235
VIÑA DEL MAR,3.0,5,13555
VIÑA DEL MAR,4.0,5,20944
VIÑA DEL MAR,5.0,5,2304
VIÑA DEL MAR,6.0,5,9971
VIÑA DEL MAR,7.0,5,13873
YERBAS BUENAS,1.0,7,934
YERBAS BUENAS,2.0,7,2247
YERBAS BUENAS,3.0,7,1072
YERBAS BUENAS,4.0,7,726
YERBAS BUENAS,5.0,7,68
YERBAS BUENAS,6.0,7,485
YERBAS BUENAS,7.0,7,742
YUMBEL,1.0,8,1381
YUMBEL,2.0,8,3275
YUMBEL,3.0,8,1242
YUMBEL,4.0,8,794
YUMBEL,5.0,8,86
YUMBEL,6.0,8,472
YUMBEL,7.0,8,1356
YUNGAY,1.0,16,1181
YUNGAY,2.0,16,1930
YUNGAY,3.0,16,1148
YUNGAY,4.0,16,681
YUNGAY,5.0,16,70
YUNGAY,6.0,16,388
YUNGAY,7.0,16,1351
ZAPALLAR,1.0,5,1069
ZAPALLAR,2.0,5,1831
ZAPALLAR,3.0,5,472
ZAPALLAR,4.0,5,1311
ZAPALLAR,5.0,5,38
ZAPALLAR,6.0,5,269
ZAPALLAR,7.0,5,430
ÑIQUEN,1.0,16,531
ÑIQUEN,2.0,16,2000
ÑIQUEN,3.0,16,632
ÑIQUEN,4.0,16,610
ÑIQUEN,5.0,16,35
ÑIQUEN,6.0,16,301
ÑIQUEN,7.0,16,518
ÑUÑOA,1.0,13,48165
ÑUÑOA,2.0,13,29426
ÑUÑOA,3.0,13,12316
ÑUÑOA,4.0,13,23111
ÑUÑOA,5.0,13,1822
ÑUÑOA,6.0,13,4561
ÑUÑOA,7.0,13,2753
